Event.Date,Location,Country,Airport.Code,Total.Fatal.Injuries
8/21/1984,"PINE GROVE MILL, PA",United States,SCE,0
,,,,
8/21/1984,"IUKA, MS",United States,15M,0
8/21/1984,"PARKERSBURG, WV",United States,PKB,0
,,,,
8/20/1984,"CALDWELL, NJ",United States,CDW,0
8/20/1984,"CALDWELL, NJ",United States,CDW,0
8/20/1984,"CARLISLE, AR",United States,4M3,0
,,,,
8/20/1984,"LIVERMORE, CA",United States,LVK,0
8/20/1984,"REDDING, CA",United States,85,0
,,,,
,,,,
,,,,
8/19/1984,"LAS VEGAS, NV",United States,LAS,0
,,,,
,,,,
8/19/1984,"FISHERS ISLAND, NY",United States,OB8,0
8/19/1984,"CHARLESTOWN, RI",United States,RI10,0
8/19/1984,"CLAREMONT, NH",United States,CNH,0
,,,,
8/19/1984,"FORT WORTH, TX",United States,9F9,0
,,,,
8/19/1984,"CHEYENNE, WY",United States,CYS,0
,,,,
8/19/1984,"MAGNOLIA, OH",United States,OH04,0
8/19/1984,"PUT IN BAY, OH",United States,OH30,1
,,,,
8/18/1984,"LAS VEGAS, NV",United States,L15,0
8/18/1984,"PRINEVILLE, OR",United States,S39,3
8/18/1984,"WHITE MARSH, MD",United States,1W2,0
8/18/1984,"FLIPPIN, AR",United States,FLP,0
,,,,
,,,,
,,,,
8/18/1984,"MADERA, CA",United States,MAE,0
8/18/1984,"MADERA, CA",United States,MAE,0
,,,,
,,,,
8/18/1984,"AMARILLO, TX",United States,AMA,0
,,,,
8/18/1984,"DURANGO, CO",United States,5C00,0
,,,,
8/18/1984,"PALMYRA, WI",United States,88C,0
,,,,
8/18/1984,"CHESAPEAKE, VA",United States,PVG,0
,,,,
8/17/1984,"VANCOUVER, WA",United States,59S,0
8/17/1984,"ELKO, NV",United States,EKO,0
8/17/1984,"ISLIP, NY",United States,ISP,0
8/17/1984,"BRODHEADSVILLE, PA",United States,4N9Q,0
8/17/1984,"NANTUCKET, MA",United States,ACK,0
,,,,
,,,,
8/17/1984,"NAPLES, FL",United States,APE,0
,,,,
,,,,
8/17/1984,"DFW AIRPORT, TX",United States,DFW,0
,,,,
,,,,
8/17/1984,"ACME, MI",United States,Y17,0
8/17/1984,"CONWAY, SC",United States,HYW,0
,,,,
8/17/1984,"ANCHORAGE, AK",United States,LDH,0
8/16/1984,"MARLBORO, NJ",United States,2N8,0
,,,,
,,,,
8/16/1984,"NAVARRE, FL",United States,1J9,0
,,,,
8/16/1984,"MINDEN, LA",United States,F24,0
8/16/1984,"PUT-IN-BAY, OH",United States,OH30,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/15/1984,"BROCKPORT, NY",United States,7G0,2
,,,,
8/15/1984,"ST. SIMON, GA",United States,SSI,0
,,,,
,,,,
8/14/1984,"NAMPA, ID",United States,64U,0
,,,,
8/14/1984,"NEW CASTLE, PA",United States,267,0
8/14/1984,"DANBURY, CT",United States,DXR,0
8/14/1984,"OLATHE, KS",United States,OJC,0
,,,,
,,,,
8/14/1984,"FT.LAUDERDALE, FL",United States,FLL,0
8/14/1984,"STUART, FL",United States,SUA,0
8/14/1984,"SOUTH BOSTON, VA",United States,W78,0
,,,,
,,,,
,,,,
8/13/1984,"E. WINDSOR, CT",United States,7B6,0
,,,,
8/13/1984,"RICHMOND, NH",United States,EEN,1
8/13/1984,"CHESTERFIELD, MO",United States,SUS,0
,,,,
,,,,
,,,,
8/13/1984,"GROSS ILE, MI",United States,2G5,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/12/1984,"LEVENWORTH, WA",United States,WA32,0
8/12/1984,"BONNERS FERRY, ID",United States,65S,1
8/12/1984,"SYDNEY, NY",United States,N23,1
,,,,
8/12/1984,"BRANSON, MO",United States,PLK,0
,,,,
,,,,
,,,,
8/12/1984,"TOMBALL, TX",United States,DWH,0
,,,,
,,,,
8/12/1984,"MACKINAC ISLAND, MI",United States,Y84,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/12/1984,"SKWENTNA, AK",United States,SKW,0
8/11/1984,"CRESWELL, OR",United States,9,0
8/11/1984,"FORT DIX, NJ",United States,WRI,1
,,,,
8/11/1984,"EL DORADO, AR",United States,F43,0
,,,,
,,,,
8/11/1984,"MONTEREY, CA",United States,MRY,0
8/11/1984,"FULSHEAR, TX",United States,STA4,0
,,,,
,,,,
8/11/1984,"CLARKSVILLE, TN",United States,CKV,0
,,,,
,,,,
,,,,
8/10/1984,"BLAKESBURG, IA",United States,5C2,0
,,,,
,,,,
8/10/1984,"COMPTON, CA",United States,CMP,0
,,,,
,,,,
8/10/1984,"NASHVILLE, TN",United States,BNA,0
,,,,
8/9/1984,"LANGLEY, WA",United States,WA31,0
8/9/1984,"OSAGE CITY, KS",United States,53K,0
,,,,
,,,,
,,,,
,,,,
8/9/1984,"DELAWARE, OH",United States,I88,0
8/9/1984,"BANNER ELK, NC",United States,5A7,1
,,,,
8/8/1984,"NAVARRE, FL",United States,1J9,1
8/8/1984,"CAREFREE, AZ",United States,E18,0
,,,,
,,,,
,,,,
8/8/1984,"SELBYVILLE, DE",United States,ON7,2
,,,,
,,,,
,,,,
8/8/1984,"ELLIJAY, GA",United States,49A,0
,,,,
8/7/1984,"WINTERSET, IA",United States,3Y3,0
,,,,
,,,,
8/7/1984,"KISSIMMEE, FL",United States,ISM,0
8/7/1984,"DEL RIO, TX",United States,DRT,0
,,,,
,,,,
,,,,
8/6/1984,"TRENTON, NJ",United States,TTN,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/6/1984,"LIBERTY, NC",United States,2A5,0
,,,,
,,,,
8/5/1984,"ELK CITY, ID",United States,S90,0
,,,,
,,,,
,,,,
8/5/1984,"CEDAR KEY, FL",United States,CDK,0
8/5/1984,"KEY LARGO, FL",United States,XO9,0
8/5/1984,"CARRABELLE, FL",United States,X13,0
,,,,
,,,,
,,,,
,,,,
8/5/1984,"ALBUQUERQUE, NM",United States,4AC,0
,,,,
8/5/1984,"SPRINGFIELD, OH",United States,SGH,0
,,,,
8/5/1984,"MONON, IN",United States,6I8,0
8/5/1984,"ROME, GA",United States,RMG,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/4/1984,"MANAHAWKIN, NJ",United States,72N,0
8/4/1984,"AUGUSTA, ME",United States,AUG,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/4/1984,"GRAND HAVEN, MI",United States,3GM,0
8/3/1984,"MOULTONBORO, NH",United States,NH08,0
,,,,
,,,,
8/3/1984,"VAN NUYS, CA",United States,VNY,0
8/3/1984,"AMARILLO, TX",United States,TDW,0
8/3/1984,"WEST JORDAN, UT",United States,U42,0
8/3/1984,"BLOOMINGTON, IL",United States,BMI,0
8/3/1984,"WAUSAU, WI",United States,AUW,0
8/3/1984,"DETROIT, MI",United States,DET,0
,,,,
8/3/1984,"OCEAN SPRINGS, MS",United States,5K2,0
,,,,
8/2/1984,"MORTON, WA",United States,WA39,0
8/2/1984,"NEWPORT, RI",United States,2B4,0
8/2/1984,"BRUNSWICK, ME",United States,NHZ,0
,,,,
,,,,
8/2/1984,"FORT WORTH, TX",United States,FTW,0
,,,,
8/2/1984,"EAU CLAIRE, WI",United States,EAU,0
,,,,
8/2/1984,"AKRON, OH",United States,AKR,0
8/2/1984,"AKRON, OH",United States,AKR,0
8/2/1984,"DODGEVILLE, WI",United States,55C,0
,,,,
,,,,
8/1/1984,"UNIVERSITY PARK, PA",United States,UNV,0
,,,,
8/1/1984,"HYANNIS, NE",United States,1V2,0
,,,,
,,,,
8/1/1984,"FORT WORTH, TX",United States,F72,0
,,,,
,,,,
,,,,
8/1/1984,"FINDLAY, OH",United States,FDY,0
,,,,
,,,,
7/31/1984,"KLAMATH FALLS, OR",United States,LMT,0
,,,,
7/31/1984,"BALLY, PA",United States,7N8,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/29/1984,"SCAPPOOSE, OR",United States,1S4,0
,,,,
,,,,
,,,,
,,,,
7/29/1984,"CLEBURNE, TX",United States,TX46,0
,,,,
7/29/1984,"GRANTS, NM",United States,GNT,0
,,,,
7/29/1984,"URBANA, OH",United States,174,0
,,,,
,,,,
,,,,
7/28/1984,"WATERVILLE, ME",United States,WVL,0
,,,,
7/28/1984,"NAHUNTA, GA",United States,4J1,0
,,,,
7/28/1984,"WILLOWS, CA",United States,WLW,2
,,,,
,,,,
7/28/1984,"FLOYDADA, TX",United States,Q41,0
,,,,
,,,,
7/28/1984,"PAGOSA SPRINGS, CO",United States,2V1,0
7/28/1984,"SANTA FE, NM",United States,SAF,0
,,,,
7/28/1984,"LUDINGTON, MI",United States,LDM,1
7/28/1984,"SANDWICH, IL",United States,C48,1
7/28/1984,"ENTERPRISE, AL",United States,EDN,0
,,,,
,,,,
,,,,
,,,,
7/27/1984,"CLARINDA, IA",United States,ICL,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/27/1984,"OSHKOSH, WI",United States,OSH,0
,,,,
,,,,
,,,,
,,,,
,,,,
7/26/1984,"MCMINNVILLE, OR",United States,4S5,0
,,,,
,,,,
,,,,
,,,,
7/26/1984,"ABERNATHY, TX",United States,F83,0
,,,,
7/26/1984,"WOODSFIELD, OH",United States,4GS,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/25/1984,"LAKEVILLE, MN",United States,Y12,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/24/1984,"HANNIBAL, MO",United States,HAE,0
7/24/1984,"HANNIBAL, MO",United States,HAE,0
,,,,
,,,,
7/24/1984,"MIAMI, FL",United States,86X,0
7/24/1984,"JACKSON, CA",United States,70,0
,,,,
,,,,
,,,,
7/24/1984,"THREE LAKES, WI",United States,40D,1
7/24/1984,"LITTLE FALLS, MN",United States,LXL,4
7/24/1984,"ANCHORAGE, AK",United States,MRI,0
7/23/1984,"REDMOND, OR",United States,RDM,0
,,,,
7/23/1984,"BLOOMSBURG, PA",United States,N13,0
,,,,
,,,,
,,,,
7/23/1984,"PACOIMA, CA",United States,WHP,0
7/23/1984,"COLLEGE STATION, TX",United States,CLL,0
7/22/1984,"BLAINE, WA",United States,WA09,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/22/1984,"SCOTTSDALE, AZ",United States,SDL,0
7/22/1984,"WILLIAMS, AZ",United States,P32,0
7/22/1984,"FRIENDSWOOD, TX",United States,T02,0
7/22/1984,"ERIE, CO",United States,48V,0
,,,,
,,,,
7/22/1984,"HUNTLEY, IL",United States,C49,0
7/22/1984,"HUNTLEY, IL",United States,C49,0
7/22/1984,"NEWARK, OH",United States,218,0
7/22/1984,"HARRISON, MI",United States,5D3,0
,,,,
7/22/1984,"HARLAN, KY",United States,I35,0
,,,,
,,,,
,,,,
7/21/1984,"BINGHAM, ME",United States,BGM,0
,,,,
,,,,
7/21/1984,"NASHVILLE, AR",United States,M77,1
,,,,
,,,,
7/21/1984,"TAU, American Samoa",American Samoa,HI36,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/20/1984,"CRESWELL, OR",United States,77S,0
7/20/1984,"RENO, NV",United States,RNO,0
,,,,
7/20/1984,"STEELE, MO",United States,M12,0
,,,,
7/20/1984,"ST.SIMONS IS., GA",United States,SSI,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/20/1984,"ENTERPRISE, AL",United States,EDN,0
7/20/1984,"JOHN'S ISLAND, SC",United States,J2I,0
,,,,
,,,,
7/19/1984,"WORLEY, ID",United States,ID23,0
,,,,
,,,,
,,,,
7/19/1984,"MUNISING, MI",United States,5Y7,0
,,,,
7/19/1984,"NO.MYRTLE BEACH, SC",United States,CRE,0
,,,,
,,,,
,,,,
7/18/1984,"WEST PLAINS, MO",United States,H63,1
,,,,
7/18/1984,"HUNTINGTON BCH, CA",United States,L16,0
,,,,
,,,,
7/18/1984,"SUMTER, SC",United States,SMS,0
,,,,
,,,,
7/17/1984,"COLUMBIA, MO",United States,COU,0
,,,,
,,,,
,,,,
,,,,
,,,,
7/17/1984,"KING SALMON, AK",United States,AKN,0
,,,,
7/17/1984,"FAIRBANKS, AK",United States,FAI,0
,,,,
7/16/1984,"ELKO, NV",United States,EKO,1
,,,,
,,,,
,,,,
,,,,
7/16/1984,"TRACY, CA",United States,36,0
,,,,
,,,,
,,,,
7/16/1984,"ALPENA, MI",United States,APN,0
7/16/1984,"MADISON, IN",United States,IMS,0
7/16/1984,"CHICAGO, IL",United States,ORD,0
,,,,
,,,,
7/15/1984,"MANAHAWKIN, NJ",United States,72N,0
,,,,
,,,,
,,,,
7/15/1984,"OROVILLE, CA",United States,OVE,0
,,,,
,,,,
,,,,
7/15/1984,"LAKE CHARLES, LA",United States,LA21,0
,,,,
,,,,
,,,,
7/14/1984,"GARDNER, MA",United States,GDM,1
,,,,
7/14/1984,"REHOBETH, MA",United States,MVY,2
,,,,
,,,,
7/14/1984,"HOLLYWOOD, FL",United States,N/A,0
7/14/1984,"CONCORD, CA",United States,CCR,6
7/14/1984,"CATALINA, AZ",United States,8EO,0
7/14/1984,"VACAVILLE, CA",United States,O45,0
7/14/1984,"MARSHALL, TX",United States,ASL,0
7/14/1984,"EUFAULA, OK",United States,FO8,0
,,,,
7/14/1984,"COLUMBIA, IL",United States,H49,0
7/14/1984,"ALMONT, MI",United States,37G,0
7/14/1984,"SOUTHGATE, MI",United States,DTW,0
,,,,
7/13/1984,"MOUNTVILLE, PA",United States,89N,0
,,,,
,,,,
7/13/1984,"HIGH SPRINGS, FL",United States,6J8,0
7/13/1984,"TUCSON, AZ",United States,RYN,0
,,,,
,,,,
,,,,
7/13/1984,"SNELLVILLE, GA",United States,GA80,0
,,,,
,,,,
7/12/1984,"MADISON, CT",United States,N04,0
,,,,
,,,,
,,,,
7/12/1984,"GLEN CANYON, UT",United States,U07,0
,,,,
7/12/1984,"RICHMOND HTS, OH",United States,CGF,0
7/12/1984,"LANSING, MI",United States,LAN,0
,,,,
,,,,
,,,,
,,,,
7/11/1984,"BEUAMONT, KS",United States,7K9,0
7/11/1984,"HENDERSON, TX",United States,F12,0
,,,,
7/11/1984,"DICKINSON, ND",United States,DIK,0
,,,,
,,,,
7/11/1984,"KENNESAW, GA",United States,8A4,0
7/11/1984,"BETHEL, AK",United States,BET,0
7/10/1984,"OCEAN CITY, NJ",United States,26N,0
,,,,
7/10/1984,"CHANDLER, AZ",United States,P10,0
,,,,
,,,,
,,,,
7/10/1984,"EDGERTON, WI",United States,58C,0
,,,,
,,,,
,,,,
,,,,
7/9/1984,"EAST LYNNE, MO",United States,86K,0
,,,,
7/9/1984,"SANTA ANA, CA",United States,SNA,0
,,,,
,,,,
,,,,
7/8/1984,"CRAIGMONT, ID",United States,S89,0
7/8/1984,"HILLSBORO, OR",United States,HI0,0
7/8/1984,"GROVE CITY, PA",United States,29D,0
,,,,
7/8/1984,"ONEONTA, NY",United States,N66,0
7/8/1984,"NO. ANDOVER, MA",United States,LWN,0
,,,,
,,,,
7/8/1984,"TOPEKA, KS",United States,FOE,0
7/8/1984,"PLATTSBURG, MO",United States,MO28,1
,,,,
7/8/1984,"LAKE GENEVA, WI",United States,CO2,0
7/8/1984,"LANSING, IL",United States,3HA,0
7/8/1984,"FLINT, MI",United States,FNT,0
7/8/1984,"OAK BROOK, IL",United States,MDW,0
7/8/1984,"KENNESAW, GA",United States,8AF4,0
7/7/1984,"ROACHE HARBOR, WA",United States,9S1,0
,,,,
,,,,
7/7/1984,"GUALALA, CA",United States,Q69,0
,,,,
7/7/1984,"LUBBOCK, TX",United States,F82,0
,,,,
,,,,
7/7/1984,"BRYCE, UT",United States,BCE,0
,,,,
7/7/1984,"COLUMBUS, OH",United States,CMH,0
7/7/1984,"JOLIET, IL",United States,0C3,0
,,,,
,,,,
7/6/1984,"JUNEAU, AK",United States,JNU,0
7/6/1984,"GORST, WA",United States,PWT,0
,,,,
,,,,
,,,,
7/6/1984,"CHESTER, CA",United States,5,0
,,,,
7/6/1984,"YERMO, CA",United States,0L0,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/5/1984,"ST. AUGUSTINE, FL",United States,SGJ,1
7/5/1984,"HAYWARD, CA",United States,HWD,0
,,,,
,,,,
,,,,
7/5/1984,"EAGLE, CO",United States,EGE,0
,,,,
7/5/1984,"WALBRIDGE, OH",United States,TDZ,2
,,,,
,,,,
,,,,
,,,,
,,,,
7/4/1984,"THE DALLES, OR",United States,DLS,0
7/4/1984,"HENDERSON, NV",United States,L15,2
7/4/1984,"BARGAINTOWN, NJ",United States,1N6,0
,,,,
,,,,
7/4/1984,"DETROIT, MI",United States,DET,0
,,,,
7/4/1984,"SELDOVIA, AK",United States,SOV,0
,,,,
,,,,
,,,,
,,,,
,,,,
7/3/1984,"MILLBROOK, NY",United States,44N,0
7/3/1984,"N. HAVERHILL, NH",United States,5B9,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/3/1984,"DENVER, CO",United States,DEN,0
7/3/1984,"EDEN PRAIRIE, MN",United States,FMC,0
7/3/1984,"MUNCIE, IN",United States,MIE,0
7/3/1984,"ELKTON, MD",United States,58M,1
,,,,
,,,,
,,,,
,,,,
7/2/1984,"OSAGE BEACH, MO",United States,K15,0
,,,,
7/2/1984,"TOWNSEND, MT",United States,808,0
7/2/1984,"ENGLEWOOD, CO",United States,APA,2
,,,,
,,,,
7/1/1984,"NO LITTLE ROCK, AR",United States,1M1,0
7/1/1984,"WASHINGTON, MO",United States,M049,0
,,,,
,,,,
,,,,
7/1/1984,"KILLEEN, TX",United States,ILE,1
7/1/1984,"WYNDMERE, ND",United States,NA21,0
,,,,
7/1/1984,"OSSEO, MI",United States,Y85,0
,,,,
7/1/1984,"INDIANAPOLIS, IN",United States,21N2,0
7/1/1984,"HICKORY, NC",United States,HKY,0
,,,,
7/1/1984,"TULLAHOMA, TN",United States,THA,1
,,,,
,,,,
6/30/1984,"GLENS FALLS, NY",United States,GFL,1
6/30/1984,"BOSTON, MA",United States,BOS,1
,,,,
,,,,
6/30/1984,"BEAVER CITY, NE",United States,4V3,0
,,,,
6/30/1984,"NICEVILLE, FL",United States,FL17,0
,,,,
,,,,
6/30/1984,"GEORGETOWN, TX",United States,T04,0
,,,,
6/30/1984,"EL PASO, TX",United States,ELP,0
,,,,
6/30/1984,"AURORA, CO",United States,01V,0
6/30/1984,"ALBUQUERQUE, NM",United States,Q64,2
6/30/1984,"HAMILTON, OH",United States,HAO,0
6/30/1984,"MINNEAPOLIS, MN",United States,FCM,0
,,,,
,,,,
6/30/1984,"GRENADA, MS",United States,M42,0
,,,,
,,,,
,,,,
6/29/1984,"WYNNE, AR",United States,M65,0
,,,,
6/29/1984,"KIRKSVILLE, MO",United States,IRK,0
6/29/1984,"GRAND ISLAND, NE",United States,GRI,0
,,,,
6/29/1984,"MARSHALL, TX",United States,ASL,0
,,,,
6/29/1984,"MT PLEASANT, TX",United States,F03,1
,,,,
6/29/1984,"CHEYENNE, WY",United States,CYS,0
,,,,
6/29/1984,"FT. WAYNE, IN",United States,FWA,0
,,,,
,,,,
6/28/1984,"LEE'S SUMMIT, MO",United States,K84,0
,,,,
6/28/1984,"PALOS VERDE EST, CA",United States,TOA,2
,,,,
,,,,
,,,,
6/28/1984,"CARROLLTON, KY",United States,NONE,1
6/27/1984,"EVERETT, WA",United States,PAE,0
6/27/1984,"PORTLAND, ME",United States,PWM,0
6/27/1984,"LINCOLN PARK, NJ",United States,N07,4
,,,,
6/27/1984,"JOPLIN, MO",United States,JLN,0
,,,,
6/27/1984,"FT. PIERCE, FL",United States,FPR,0
,,,,
,,,,
,,,,
,,,,
6/26/1984,"RENO, NV",United States,RNO,0
6/26/1984,"CEDAR KEY, FL",United States,CDK,0
,,,,
6/26/1984,"WEAVERVILLE, CA",United States,54,0
,,,,
6/26/1984,"ALBUQUERQUE, NM",United States,4AC,0
,,,,
6/26/1984,"DEERFIELD, WI",United States,52C,0
6/26/1984,"CHICAGO, IL",United States,ORD,0
6/26/1984,"EKUK, AK",United States,KKU,0
6/26/1984,"ANCHORAGE, AK",United States,ANC,0
6/25/1984,"RENO, NV",United States,RNO,0
,,,,
6/25/1984,"MARLBORO, NJ",United States,2N8,0
,,,,
,,,,
6/25/1984,"CONCORD, CA",United States,CCR,0
,,,,
6/25/1984,"GALVESTON, TX",United States,9T8,0
,,,,
6/25/1984,"PHILIP, SD",United States,OSD6,0
6/25/1984,"DILLON, MT",United States,DLN,0
6/25/1984,"PARK FALLS, WI",United States,WS06,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/24/1984,"NEBRASKA CITY, NE",United States,3GN,0
,,,,
,,,,
6/24/1984,"MONAHANS, TX",United States,E01,0
,,,,
6/24/1984,"OTTAWA, IL",United States,C13,0
,,,,
,,,,
,,,,
6/24/1984,"WILLIAMSPORT, TN",United States,PVT,0
,,,,
,,,,
6/24/1984,"ANCHORAGE, AK",United States,Z41,0
,,,,
,,,,
6/23/1984,"ORANGE, MA",United States,ORE,0
6/23/1984,"AMITYVILLE, NY",United States,FRG,0
6/23/1984,"KEYMAR, MD",United States,MD42,1
,,,,
,,,,
,,,,
6/23/1984,"CAMARILLO, CA",United States,CMA,0
,,,,
6/23/1984,"GIDDINGS, TX",United States,31R,0
6/23/1984,"OKLAHOMA CITY, OK",United States,2EJ,0
6/23/1984,"ALBUQUERQUE, NM",United States,Q64,0
6/23/1984,"MURDO, SD",United States,SD32,0
6/23/1984,"CHICAGO, IL",United States,ORD,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/22/1984,"ANACORTES, WA",United States,74S,0
,,,,
6/22/1984,"MIAMI, FL",United States,X46,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/21/1984,"MIDDLETOWN, PA",United States,MDT,0
6/21/1984,"MARLBORO, NJ",United States,2N8,0
6/21/1984,"CHATTAHOOCHEE, FL",United States,53J,0
,,,,
,,,,
,,,,
6/21/1984,"GREELEY, CO",United States,GXY,0
6/21/1984,"GALLUP, NM",United States,GUP,0
6/21/1984,"OSHKOSH, WI",United States,OSH,0
,,,,
,,,,
6/20/1984,"SAN FRANCISCO, CA",United States,SFO,0
,,,,
6/20/1984,"LAS CRUCES, NM",United States,LRU,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/19/1984,"LA GRANDE, OR",United States,LGD,0
,,,,
,,,,
,,,,
,,,,
,,,,
6/19/1984,"CLEWISTON, FL",United States,X-53,0
,,,,
,,,,
,,,,
,,,,
,,,,
6/19/1984,"WHEELING, IL",United States,PWK,0
6/18/1984,"WENATCHEE, WA",United States,38WA,1
6/18/1984,"MONONGAHELA, PA",United States,G08,0
,,,,
,,,,
,,,,
,,,,
6/18/1984,"VERO BEACH, FL",United States,VRB,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/18/1984,"QUINCY, IL",United States,8H2,0
,,,,
,,,,
6/18/1984,"CHICAGO, IL",United States,ORD,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/17/1984,"FAIR OAKS, CA",United States,11,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/17/1984,"TALKEETNA, AK",United States,TKA,0
6/16/1984,"WRANGELL, AK",United States,WRG,0
,,,,
,,,,
,,,,
,,,,
6/16/1984,"RED BLUFF, CA",United States,RBL,1
6/16/1984,"HOUSTON, TX",United States,DWH,0
,,,,
6/16/1984,"KALISPELL, MT",United States,S27,0
,,,,
,,,,
,,,,
6/16/1984,"MIDDLEFIELD, OH",United States,7G8,2
6/16/1984,"MANNING, SC",United States,MNI,0
6/16/1984,"ANCHORAGE, AK",United States,MRI,0
,,,,
6/15/1984,"CAMP VERDE, AZ",United States,E56,0
,,,,
,,,,
6/15/1984,"ST. JOSEPH, IL",United States,NONE,0
,,,,
,,,,
6/15/1984,"WILLIAMSBURG, VA",United States,W70,0
,,,,
,,,,
,,,,
6/14/1984,"MAHAFFEY, PA",United States,PN56,0
6/14/1984,"EL DORADO, AR",United States,F43,0
,,,,
6/14/1984,"CHOWCHILLA, CA",United States,206,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/13/1984,"DETROIT, MI",United States,DTW,0
,,,,
6/13/1984,"TROY, MI",United States,3BB,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/12/1984,"RENO, NV",United States,RNO,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/11/1984,"CALIFORNIA CITY, CA",United States,L71,0
,,,,
6/11/1984,"CORONA, CA",United States,L66,0
,,,,
,,,,
,,,,
6/11/1984,"ORFORDVILLE, WI",United States,JVL,0
6/11/1984,"MARINE CITY, MI",United States,76G,0
6/11/1984,"CENTER VILLAGE, OH",United States,01I,0
6/10/1984,"JEAN, NV",United States,OL7,0
6/10/1984,"ATLANTIC CITY, NJ",United States,AIY,0
6/10/1984,"WATERLOO, IA",United States,ALO,0
,,,,
,,,,
6/10/1984,"PAYSON, AZ",United States,E69,0
6/10/1984,"LOS ANGELES, CA",United States,LAX,0
,,,,
6/10/1984,"AFTON, WY",United States,AFO,0
,,,,
6/10/1984,"MIDDLETOWN, OH",United States,MWO,0
6/10/1984,"WADSWORTH, OH",United States,3G3,0
6/10/1984,"WAUSEON, OH",United States,64D,0
6/10/1984,"MADISON, IN",United States,IMS,0
,,,,
,,,,
6/10/1984,"PALMER, AK",United States,99Z,0
6/9/1984,"TOLEDO, WA",United States,TD0,0
,,,,
6/9/1984,"FULTON, NY",United States,N00,0
6/9/1984,"WILLISTON, FL",United States,X60,1
6/9/1984,"CONCORD, CA",United States,CCR,0
6/9/1984,"KERNVILLE, CA",United States,L05,0
6/9/1984,"AGUILA, AZ",United States,AZZO,0
6/9/1984,"LEE VINING, CA",United States,24,0
,,,,
,,,,
,,,,
6/9/1984,"FRIENDSWOOD, TX",United States,7X50,0
6/9/1984,"SUGARLAND, TX",United States,SGR,0
6/9/1984,"ENGLEWOOD, CO",United States,APA,0
6/9/1984,"BLANDING, UT",United States,BDG,0
,,,,
6/9/1984,"CHICAGO, IL",United States,ORD,0
6/9/1984,"STANTON, MN",United States,SYN,1
6/9/1984,"STANTON, MN",United States,SYN,1
6/9/1984,"SEALE, AL",United States,PVT,0
6/9/1984,"LEESBURG, VA",United States,W09,0
6/8/1984,"LACONIA, NH",United States,LCI,0
,,,,
6/8/1984,"FREMONT, NE",United States,FET,0
,,,,
6/8/1984,"SAN CARLOS, CA",United States,SQL,0
,,,,
,,,,
6/8/1984,"BELEN, NM",United States,E80,0
6/8/1984,"MARYSVILLE, OH",United States,I78,0
6/8/1984,"PORTSMOUTH, VA",United States,PVG,0
,,,,
6/8/1984,"DEADHORSE, AK",United States,UUK,0
6/7/1984,"PENDLETON, OR",United States,PDT,0
6/7/1984,"SO. BURLINGTON, VT",United States,BTV,0
,,,,
6/7/1984,"KANSAS CITY, MO",United States,MCI,0
6/7/1984,"WICHITA, KS",United States,ICT,0
,,,,
,,,,
,,,,
6/7/1984,"PLATTEVILLE, CO",United States,27V,0
,,,,
,,,,
,,,,
6/6/1984,"HAVERHILL, MA",United States,LWM,1
6/6/1984,"POMPANO BEACH, FL",United States,PMP,0
6/6/1984,"BERMUDA DUNES, CA",United States,UDD,0
,,,,
,,,,
,,,,
6/6/1984,"IRON MOUNTAIN, MI",United States,IMT,0
6/6/1984,"BERRIEN SPRINGS, MI",United States,C20,0
6/6/1984,"AUGUSTA, GA",United States,DNL,0
6/5/1984,"LAS VEGAS, NV",United States,LAS,0
6/5/1984,"REHOBOTH BEACH, DE",United States,REH,0
,,,,
